方法,Params(M)↓,FLOPs(G)↓,mAP@50↑,mAP@50-95↑,FPS↑,大小(MB)↓,参数量压缩%,mAP@50下降%
Baseline(YOLOv8s),11.14,28.65,0.9366,0.6296,123.7,21.50,—,—
